"hospital_clave","hospital_nombre","categoria","uid","clave","descripcion","stock","minimo","fecha","dias_restantes","observaciones","color","manual","saved_at"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-w0c4kz","","PORTASERVILLETAS DE CADENA",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-mvbjbq","","SET DE EXODONCIA",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-32zuuk","","SET DE FROFILAXIS CON 8 INSTRUMENTOS",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-jhj7lo","","SONDAS",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-nq4oui","","SONDA WILLIAMS",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039235-zqfy3d","","TIJERA GOLMAN FOX PARA ENCIA",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-g1r635","","TIJERAS PARA ENCIA",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-6hw1t0","","TIRAPUENTES",2,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-m5ew4y","","TIRAPUENTES",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-x4ufod","","TRANSPORTADOR DE BANDA MATRIZ  DE PLASTICO",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-6ytcve","","WESCOT",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-bmgif0","","CUCHARILLA DE LUCAS NO. 86",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-gnn050","","CUCHARILLA DE LUCAS NO. 85",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-k21nf4","","CUCHARILLA PARA DENTINA",45,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-gzfx34","","PFIW3",13,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-sz946i","","ART2",15,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-hq0ffu","","CP 17/18",16,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-270205","","CP15/16",10,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-8jex76","","PINZAS DE CURACION TBS",13,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-19yiih","","PINZA HEMOSTATICA TBS",1,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-85oare","","ESPEJO NO. 5",10,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
"VZIM004710","Hospital de la Comunidad de Tempoal","instrumental","uid-1777490039236-ol4ox2","","ESPEJO NO.3",3,NULL,"",NULL,"","#FFFFFF",False,"2026-04-30 15:54:37.96956"
