"hospital_clave","hospital_nombre","categoria","clave","descripcion","stock","minimo","fecha","dias_restantes"
"VZIM016035","Hospital General Alamo","material","","CEMENTOS. DENTALES. PARA RESTAURACIÃ“N INTERMEDIA. DE Ã“XIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÃQUIDO) 14 ML. CON GOTERO DE PLÃSTICO. JUEGO.",4,0,"2030-06-30",1608
"VZIM016035","Hospital General Alamo","material","","CEMENTOS. DENTAL PARA USO QUIRÃšRGICO. POLVO Ã“XIDO DE ZINC. POLVO ROSA. TALCO. LÃQUIDO: EUGENOL. ALCOHOL ISOPROPÃLICO AL 10%. RESINA DE PINO. ACEITE DE PINO. ACEITE DE CLAVO. ACEITE DE CACAHUATE. ESTUCHE.",6,0,"2030-07-29",1637
"VZIM016035","Hospital General Alamo","material","","ACEITES . LUBRICANTE PARA PIEZA DE MANO DE BAJA VELOCIDAD. ENVASE CON APLICADOR CON 120 ML.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","ACEITES. ACEITE LUBRICANTE PARA TURBINA DE PIEZA DE MANO DE ALTA VELOCIDAD. APLICADOR EN FORMA DE JERINGA. ENVASE CON 2 ML.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","ALGODONES. PARA USO DENTAL. MEDIDA: 3.8 X 0.8 CM. ENVASE CON 500 ROLLOS.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","ANTISÃ‰PTICO BUCAL, SOLUCIÃ“N ELECTROLIZADA CON PH NEUTRO AL 0.0015% (15PPM) DE CL ACTIVO. CADA 100 ML. CONTIENE: IONES ACTIVOS: 7.5 - 9.5 MG. RANGO DE PH DE 6.4 A 7.5. ORP DE 650 A 900 MV",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","ANTISÃ‰PTICOS. EUGENOL.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","APLICADORES MULTIPROPÃ“SITO (MICROBRUSH) CON PUNTAS DE FIBRA NO ABSORBENTE Y CUELLO FLEXIBLE. TAMAÃ‘O: FINO, SUPERFINO O REGULAR.",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","BARNICES. DE COPAL. PARA REVESTIMIENTO DE CAVIDADES.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","BARNIZ DE FLUORURO DE SODIO AL 5% EN UNA CONCENTRACIÃ“N DE 22600 PPM AUTOPOLIMERIZABLE, EN UN VEHÃCULO DE RESINA MODIFICADO.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","CAMPO DESECHABLE. CUENTA CON DOS CAPAS DE PROTECCIÃ“N: 1 CAPA DE PAPEL Y UNA DE POLIETILENO. MED. 45 CM X 35 CM, DIFERENTES COLORES",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTO DE IONOMERO, DE VIDRIO RESTAURATIVO II. COLOR NO 21. POLVO 15 G. SILICATO DE ALUMINIO 95% - 97%. ACIDO POLIACRILICO 3% - 5%. LIQUIDO: 10 G, 8 ML. ACIDO POLIACRILICO 75%. ACIDO TARTÃRICO 10% - 15%. BARNIZ COMPATIBLE LIQUIDO 10 G.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTO DENTAL. PROTECTOR PULPAR PARA BASE. HIDRÃ“XIDO DE CALCIO COMPUESTO FOTOPOLIMERIZABLE.",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTO: IONÃ“MERO DE VIDRIO I.    PARA CEMENTACIONES DEFINITIVAS.    POLVO 35 G.    SILICATO DE ALUMINIO 95% -97%.    ÃCIDO POLIACRÃLICO 3% - 5%.    LÃQUIDO 25 G, 20 ML.    ÃCIDO POLIACRÃLICO 75%.    ÃCIDO POLIBÃSICO 10-15%.    JUEGO.",2,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTOS DENTALES. PARA USO QUIRÃšRGICO. DE OXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LIQUIDO) 30 ML. CON GOTERO DE PLÃSTICO.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTOS. DENTALES. DE OXIFOSFATO DE ZINC. POLVO Y LÃQUIDO. CAJA CON 32 G DE POLVO Y 15 ML DE SOLVENTE. ESTUCHE.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTOS. IONÃ“MERO DE VIDRIO CON ALEACIÃ“N DE LIMADURA DE PLATA. POLVO 15 G. SILICATO DE ALUMINIO 100%. LÃQUIDO 10 G 8 ML.  ÃCIDO POLIACRÃLICO 45%. POLVO DE LIMADURA DE PLATA 17 G. PLATA 56% ESTAÃ‘O 29% COBRE 15%.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTOS. IONÃ“MERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS. POLVO 35 G. VIDRIO DE SILICATO DE ALUMINIO TRATADO CON SILANO 98%. POLÃMERO DE CELULOSA < 1.5%. DIÃ“XIDO DE TITANIO < 1%. CATALIZADOR PARA POLIMERIZACIÃ“N <1%. LÃQUIDO 22.5 ML. COPO LIMERO DE ÃCIDO ACRÃLICO Y ÃCIDO ITACÃ“NICO 35%. AGUA 35%. 2-HIDROXIETIL-METACRILATO 30%. ÃCIDO DI CARBOXÃLICO 1%.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","CUCHARILLAS. PARA APLICACIÃ“N TÃ“PICA DE FLÃšOR EN GEL DE VINIL ATÃ“XICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA NIÃ‘OS DE 2 A 3 AÃ‘OS.",0,100,"",NULL
"VZIM016035","Hospital General Alamo","material","","CUCHARILLAS. PARA APLICACIÃ“N TÃ“PICA DE FLÃšOR EN GEL DE VINIL ATÃ“XICO DESECHABLES. ESTUCHE QUE CONSTA DE: 1 PAR PARA NIÃ‘OS DE 4 A 7 AÃ‘OS.",0,100,"",NULL
"VZIM016035","Hospital General Alamo","material","","FLUORURO DE SODIO EN BARNIZ AL 5%, CONCENTRACIÃ“N DE 22,600PPM, AUTOPOLIMERIZABLE EN VEHÃCULO DE RESINA MODIFICADO.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","FLUORURO DE SODIO. SOLUCIÃ“N INGERIBLE. CADA 100 ML CONTIENEN: FLUORURO DE SODIO EQUIVALENTE A: 248.8 MG DE ION FLÃšOR.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 1.",0,3,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 701 L.",0,3,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 702 L.",0,3,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA CILÃNDRICA. NO. 009.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA CILÃNDRICA. NO. 012.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 012.",0,3,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 035.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE RUEDA. NO. 042.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 010",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA REDONDA, NO. 014.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","HILOS. HILO DENTAL DE MONOFILAMENTO.",0,5,"",NULL
"VZIM016035","Hospital General Alamo","material","","HILOS. RETRACTOR DE ENCÃAS. DE  ALGODÃ“N  SECO  Y  SUAVE  IMPREGNADO  CON  SAL  DE ALUMINIO. CALIBRE: MEDIANO.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","LOSETA. PARA BATIR CEMENTO. DE VIDRIO. TAMAÃ‘O: 8 X 12 X 0.5 CM. PIEZA.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","MATERIAL ALCASITE DE OBTURACIÃ“N DEFINITIVO PARA LOS DIENTES POSTERIORES CONTIENE 15 GR DE POLVO Y 4 GR LIQUIDO",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","PAPELES. INDICADOR DE CONTACTO OCLUSAL. EN TIRAS CON PEGAMENTO EN AMBAS CARAS. BLOCK CON 15 HOJAS.",0,3,"",NULL
"VZIM016035","Hospital General Alamo","material","","PELÃCULA DE PLÃSTICO AUTOADHERIBLE DE  30 CM  DE 280 A  600 MTS DE LARGO.",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","PULIDOR. SISTEMA DE PULIDO PARA USO DENTAL. KIT. LAS INSTITUCIONES PODRÃN ELEGIR LAS VARIANTES DEL SISTEMA.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","PUNTAS DE ACABADO Y PULAIDO PARA APLICACIONES OCLUSALES E INTERPROXIMALES. TRES GRADOS DE BRASIÃ“N Y CUATRO FORMAS DIFERENTES: LLAMA PEQUEÃ‘A, LLAMA GRANDE, COPA Y DISCO.  (PIEDRAS PARA PULIR COMPOSITES)",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","RESINA. FOTOPOLIMERIZABLE PARA RESTAURACIÃ“N DE DIENTES ANTERIORES Y POSTERIORES. JERINGA 3G.  LAS INSTITUCIONES PODRÃN ELEGIR LAS VARIANTES DE COLOR Y COMPOSICIÃ“N.",0,2,"",NULL
"VZIM016035","Hospital General Alamo","material","","RESINAS. AUTOPOLIMERIZABLES. PARA RESTAURACIÃ“N DE DIENTES ANTERIORES. EPÃ“XICAS A BASE DE CUARZO Y AGLUTINANTES. ESTUCHE CON BASE Y CATALIZADOR.",0,0,"",NULL
"VZIM016035","Hospital General Alamo","material","","SOLUCIONES. DE ACETATO DE CLORHEXIDINA AL 10% SUMATRA BENZOICO 20 MG Y ALCOHOL ETÃLICO CBP 1 ML; BARNIZ DE CLORURO DE METILENO POLIURETANO Y ACETATO DE ETILO 1 ML PARA LA PREVENCIÃ“N DE CARIES DENTAL.",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","TIRAS. DE CELULOIDE PARA CONFORMAR RESTAURACIONES DE RESINA. ANCHO: 8 A10 MM CALIBRE:",0,1,"",NULL
"VZIM016035","Hospital General Alamo","material","","SELLADORES. DE FISURAS Y FOSETAS. KIT CON DOS JERINGAS DE 1.2 ML. INCLUYE UNA JERINGA DE 3ML DE GEL GRABADOR, 20 PUNTAS PARA JERINGA DE SELLADOR Y 10 PUNTAS PARA JERINGA DE GEL GRABADOR.",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","TIRAS. DE LIJA PARA PULIR RESTAURACIONES DE RESINA. EXTRA FINO  MEDIANO Y GRUESO.",0,2,"",NULL
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.065.0052","APLICADOR DE HIDROXIDO DE CALCIO",2,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.147.0017","BUDINERA DE ACERO INOXIDABLE 25 X 16 CM Y 700 ML.",2,0,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.327.1609","ELEVADOR SELDIN DE BANDERA IZQUIERDO MANGO METALICO EXTREMO EN ANGULO RECTO HOJA GRANDE",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.327.0551","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR APICAL FLOHR CON MANGO METALICO CON BRAZO ANGULAR EXTREMO FINO Y CORTO DERECHO",2,0,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.327.0452","ELEVADOR BEIN CON MANGO METALICO RECTO ACANALADO DE 2 O 3 MM ANCHO DE HOJA",2,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.327.2813","ELEVADOR SELDIN, CON MANGO METÃLICO DE BANDERA, EXTREMO EN ÃNGULO RECTO, CON HOJA PEQUEÃ‘A IZQUIERDA",1,0,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.327.1104","ELEVADOR BUCO DENTOMAXILAR. ELEVADOR TIPO CRYER WHITE DE BANDERA IZQUIERDO CON MANGO METALICO EXTREMO EN ANGULO OBTUSO Y HOJA PEQUEÃ‘A",2,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.583.0105","LIMA MILLER O COLBURN, DOBLE EXTREMO No. 10c O No. 3, C/PUNTAS DE TRABAJO RECTANGULAR Y OVAL, ESTRÃAS HORIZONTALES",3,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0189","FÃ“RCEPS NO. 151",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0221","FÃ“RCEPS NO.101",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0023","FOÌRCEPS. NO 23.",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0197","FÃ“RCEPS NO.150",1,1,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.860.0018","TIRAPUENTE. TIRAPUENTE MILLER CON TRES PUNTAS DIFERENTES",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","513.887.0059","TORUNDERA CON TAPA, DE ACERO INOXIDABLE DE 250 ML. DE CAPACIDAD",2,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.719.0052","PORTA MATRIZ. PORTA MATRIZ PARA BANDA DE CELULOIDE",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.702.0531","PINZA BREWER PORTA GRAPAS PARA DIQUE DE HULE LONGITUD DE 170 A 175MM",1,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.602.0409","MANGO PARA ESPEJO DENTAL METALICO MACIZO ROSCA SENCILLA",10,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.703.9598","PINZA COLLEGE O LONDON-COLLEGE TIPO BAYONETA LONGITUD DE 150 A 155 MM",10,NULL,"2030-01-01",1428
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","S/C","JUEGO DE GRAPAS",1,NULL,"2030-01-31",1458
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.079.0015","ARCO YOUNG PORTA DIQUE DE HULE",1,1,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","535.260.2154","CUCHARILLA LUCAS DE DOBLE EXTREMO 17CM DE LONGITUD",1,1,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.327.1534","ELEVADOR SELDIN DE BANDERA DERECHO MANGO METALICO EXTREMO EN ANGULO RECTO HOJA GRANDE",1,1,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","S/C","JUEGO DE PROFILAXIS 8 INSTRUMENTOS",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0734","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 222",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0171","FÃ“RCEPS NO.17",1,1,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0460","FÃ“RCEPS NO.53 DERECHO",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0411","FÃ“RCEPS NO.69",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0726","FÃ“RCEPS PARA ODONTECTOMÃAS DEL No. 210",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0270","FÃ“RCEPS NO.53 IZQUIERDO",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.426.0155","FÃ“RCEPS NO.65",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.703.7493","PINZA AINSWORTH LONGITUD DE 160 A 165 MM",1,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.370.0029","ESPÃTULA METÃLICA DEL No.3 DE DOBLE EXTREMO UNO RECTANGULAR Y OTRO DE PUNTA DE LANZA",1,1,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.370.0128","ESPÃTULA PARA RESINA, DE PLÃSTICO, CON DOBLE PUNTA DE TRABAJO",5,0,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.409.0531","EXPLORADOR. EXPLORADOR DE UNA PIEZA CON DOBLE EXTREMO NO.5",10,3,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.383.0081","ESPEJO DENTAL ROSCA SENCILLA PLANO SIN AUMENTO NO.5",10,0,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.547.0019","JERINGA CARPULE CON ADAPTADOR PARA AGUJA DESECHABLE CALIBRE 27 LARFA O CORTA ENTRADA UNIVERSAL O ESTADAR. HENDIDURA PARA INTRODUCIR CARTUCHO DE ANESTESICO DESECHABLE DE 1.8ML DOS ALETAS EN EL CUERPO PARA APOYAR INDICE Y MEDIO. EMBOLO CON ANILLO PARA EL DEDO PULGAR Y ESPIRAL AGUDA EN EL EXTREMO O PUESTO (EN CONTACTO CON LA GOMA DEL CARTUCHO).",10,NULL,"2030-12-31",1792
"VZIM001000","Hospital General Cosoamalapan Dr.Victor Manuel Pitalua Gonzales","instrumental","537.025.0069","ALVEOLOTOMO MEAD PINZA GUBIA LONGITUD 17CM",1,1,"2030-12-31",1792
"VZIM016035","Hospital General Alamo","insumos","010.000.0267.00","LIDOCAÃNA, EPINEFRINA. SOLUCIÃ“N INYECTABLE AL 2%. CAJA CON 50 CARTUCHOS DENTALES CON 1.8 ML",1,NULL,"2026-03-13",38
"VZIM016035","Hospital General Alamo","insumos","S/C","BENZOCAÃNA 20% GEL, FRASCO 30 g",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","insumos","S/C","MEPIVACAÃNA 3% SIN VASOCONSTRICTOR. CAJA CON 50 CARTUCHOS DENTALES DE 1.8 ML CADA UNO.",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","insumos","070.817.0550","SOLUCIÃ“N PARA REVELADO PARA SISTEMA MANUAL DE REVELADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.426.0363)1",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","insumos","070.426.0363","SOLUCIÃ“N PARA FIJADO PARA SISTEMA MANUAL DE FIJADOR CONCENTRADO. ENVASE 828 ML. (LA MARCA DE ESTE PRODUCTO DEBE SER LA MISMA DE LA CLAVE 070.817.0550)1",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","insumos","070.707.0496","PELÃCULA RADIOGRÃFICA, DENTAL ADULTO, MEDIDAS: EN UN RANGO DE 3 A 3.5 CM POR 4 A 4.5 CM. CAJA CON 150 PELÃCULAS1",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","insumos","070.707.0587","PELÃCULA RADIOGRÃFICA INFANTIL SENCILLA PERIAPICAL DE 2.2 * 3.5 CM. CAJA CON 100 PELÃCULAS1",0,NULL,"",NULL
"VZIM016035","Hospital General Alamo","material","","CEMENTOS PROTECTOR PULPAR PARA SELLAR CAVIDADES DENTALES. DE HIDRÃ“XIDO DE CALCIO, COMPUESTO Y APLICADOR AUTOPOLIMERIZABLE, DOS PASTAS SEMILÃQUIDAS, BASE 13 DESECHABLE G Y CATALIZADOR 11 G CON BLOQUE DE PAPEL PARA MEZCLAR.",7,1,"2026-03-17",42
"VZIM016035","Hospital General Alamo","material","","FLUORURO DE SODIO. PARA PREVENCIÃ“N DE CARIES. ACIDULADO AL 2%. EN GEL DE SABOR. ENVASE CON 480 ML.",9,1,"2026-04-02",58
"VZIM016035","Hospital General Alamo","material","","CEMENTOS. IONÃ“MERO DE VIDRIO RESTAURATIVO TIPO II. PARA TRATAMIENTO RESTAURATIVO ATRAUMÃTICO (TRA). PARA RESTAURACIONES INTERMEDIAS. PARA BASES. PARA ODONTOLOGÃA MÃNIMAMENTE INVASIVA (OMI). TONO A3 . POLVO GRANULADO RADIOPACO: 12.5 G. VIDRIO DE FLUOROSILICATO DE CALCIO LANTANO. ALUMINIO RECUBIERTO 90% . ÃCIDO POLIACRÃLICO. 10% ÃCIDO BENZÃ“ICO <0.1% PIGMENTOS <0.1% LÃQUIDO DE 8.5 ML (10GR). AGUA  55%-65%  COPOLÃMERO  DE  ÃCIDO ACRÃLICO  Y ÃCIDO MALÃ‰ICO. 25-35% ÃCIDO TARTÃRICO. 9.1% ÃCIDO BENZÃ“ICO. 0.1% LOSETA DE PAPEL ENCERADO CUCHARILLA DISPENSADORA GUÃA DE APLICACIÃ“N E INSTRUCTIVO. ESTUCHE.",1,1,"2026-05-01",87
"VZIM016035","Hospital General Alamo","material","060.749.0703","PASTAS. PARA PROFILAXIS DENTAL. ABRASIVA. CON ABRASIVOS BLANDOS.  ENVASE CON 200 G.",6,2,"2026-05-31",117
"VZIM016035","Hospital General Alamo","material","","SELLADORES. DE FISURAS Y FOSETAS. ENVASE CON 3 ML DE BOND BASE. ENVASE CON 3 ML DE SELLADOR DE FISURAS. 2 ENVASES CON 3 ML CADA UNO CON BOND CATALIZADOR. JERINGA CON 2 ML DE GEL GRABADOR. 2 PORTAPINCELES. 10 CÃNULAS. 1 BLOCK DE MEZCLA. 5 POZOS DE MEZCLA. 30 PINCELES. 1 INSTRUCTIVO. ESTUCHE.",2,0,"2026-09-09",218
"VZIM016035","Hospital General Alamo","material","","COPAS. PARA PIEZA DE MANO. DE HULE SUAVE BLANCO EN FORMA DE CONO.",20,5,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESA DE CARBURO, PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD, FORMA DE PERA, NO. 331.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO FORMA DE CONO INVERTIDO. NO. 33 1/2.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÃNDRICA NO. 556.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA CILÃNDRICA NO. 557.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA DE CONO INVERTIDO. NO. 37 L.",129,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. Â½.",12,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 3.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA REDONDA NO. 5.",24,NULL,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, FORMA TRONCO CÃ“NICO NO.701.",36,0,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, NO. 559.",48,3,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE CARBURO, PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD, FORMA DE PERA, NO. 330.",60,0,"2026-12-31",331
"VZIM016035","Hospital General Alamo","material","","FRESAS DENTALES PARA UTILIZARSE EN LA PIEZA DE MANO DE ALTA VELOCIDAD. DE DIAMANTE, GRANO GRUESO, FORMA DE CONO INVERTIDO, NO. 010.",12,3,"2026-12-31",331
